,Year,Status,Value
0,2009,START,0
1,2010,GIAM,-31.162054897171878
2,2011,TANG,124.97681732048545
3,2012,GIAM,-35.49757172810523
4,2013,GIAM,-3.909093434834565
5,2014,GIAM,-3.3915457121378445
6,2015,GIAM,-8.631371023254431
7,2016,TANG,63.93920534573685
8,2017,TANG,13.410857359787421
9,2018,TANG,16.99934814397208
10,2019,TANG,32.192440897455214
11,2020,GIAM,-21.402453610361206
