,Year,Status,Value
0,2007,START,0
1,2008,GIAM,-5.88235294117646
2,2009,GIAM,-66.59663865546219
3,2010,TANG,165.04192872117395
4,2011,GIAM,-39.25252125766264
5,2012,GIAM,-41.861979166666664
6,2013,TANG,9.518477043673013
7,2014,TANG,34.918200408997954
8,2015,TANG,108.48806366047748
9,2016,TANG,199.6728462377317
10,2017,TANG,157.2780203784571
11,2018,TANG,143.44648750589343
12,2019,GIAM,-45.59407378715987
13,2020,TANG,23.913856011390955
