,Year,Status,Value
0,2006,START,0
1,2007,TANG,0.27155874720898865
2,2008,TANG,117.06788637457875
3,2009,GIAM,-81.87867361650217
4,2010,TANG,205.1866585067319
5,2011,GIAM,-27.23717852308617
6,2012,GIAM,-55.76684580405127
7,2013,TANG,32.803738317757
8,2014,TANG,13.48815388224256
9,2015,TANG,55.88052914427448
10,2016,TANG,5.7017834648279475
11,2017,GIAM,-3.2741642099981205
12,2018,TANG,51.06024252642503
13,2019,GIAM,-6.117192530585969
14,2020,GIAM,-27.47142203932328
