,Year,Status,Value
0,2007,START,0
1,2008,GIAM,-24.808033077377445
2,2009,GIAM,-54.53652788688138
3,2010,TANG,96.67386609071274
4,2011,GIAM,-5.446958049637606
5,2012,GIAM,-55.84204413472706
6,2013,TANG,71.17306680694368
7,2014,TANG,101.25998770743703
8,2015,TANG,52.38967781340664
9,2016,GIAM,-16.583166332665343
10,2017,TANG,81.24924924924927
11,2018,TANG,73.6960699847571
12,2019,GIAM,-9.599755809073207
13,2020,TANG,1.2957413582070698
