,Year,Status,Value
0,2013,START,0
1,2014,GIAM,-20.381726199601403
2,2015,TANG,9.107538268990082
3,2016,TANG,27.203741286508414
4,2017,TANG,1.352663706992233
5,2018,TANG,55.09547601122442
6,2019,TANG,2.387361546268922
7,2020,TANG,18.524265149556083
