,Year,Status,Value
0,2006,START,0
1,2007,GIAM,-8.826548067054397
2,2008,TANG,63.09568480300186
3,2009,GIAM,-84.10215115610261
4,2010,TANG,117.51085383502173
5,2011,TANG,3.9254823685961218
6,2012,GIAM,-28.425096030729836
7,2013,TANG,30.992844364937394
8,2014,TANG,12.837145783543885
9,2015,TANG,17.246596066565804
10,2016,TANG,75.81935483870967
11,2017,TANG,102.62733010421255
12,2018,TANG,91.3871785584933
13,2019,GIAM,-40.524582718292265
14,2020,GIAM,-27.453226422298588
