,Year,Status,Value
0,2006,START,0
1,2007,TANG,138.55072463768116
2,2008,TANG,39.003645200486005
3,2009,GIAM,-47.0541958041958
4,2010,TANG,89.15304606240713
5,2011,TANG,17.35183730470453
6,2012,TANG,50.51692078839718
7,2013,TANG,60.690813855808635
8,2014,TANG,60.26015560134077
9,2015,GIAM,-11.981195433176628
10,2016,TANG,66.1550870920625
11,2017,TANG,25.283073330096983
12,2018,TANG,72.73765015132949
13,2019,GIAM,-27.535133562100622
14,2020,GIAM,-1.359548211671202
