,Year,Status,Value
0,2008,START,0
1,2009,GIAM,-41.857830642877374
2,2010,TANG,179.63955187530448
3,2011,GIAM,-48.98101376066888
4,2012,GIAM,-56.60635029020143
5,2013,TANG,162.6278520849725
6,2014,TANG,128.43019772318755
7,2015,TANG,18.872131147540987
8,2016,GIAM,-7.557369814651374
9,2017,TANG,154.93495643871586
10,2018,GIAM,-14.133233462852871
11,2019,GIAM,-69.50714207829026
12,2020,TANG,39.460039334882886
