,Year,Status,Value
0,2011,START,0
1,2012,GIAM,-12.821454812637755
2,2013,TANG,41.487568478718906
3,2014,TANG,4.020848845867464
4,2015,TANG,12.798854688618455
5,2016,TANG,15.433430638405898
6,2017,TANG,2.3969213853765714
7,2018,TANG,111.41415226028136
8,2019,GIAM,-11.41246381228097
9,2020,TANG,21.545694301112263
