,Year,Status,Value
0,2012,START,0
1,2013,TANG,0.07814535035165704
2,2014,TANG,78.9506953223767
3,2015,TANG,10.368400274274322
4,2016,GIAM,-45.76689195549448
5,2017,TANG,81.01503106883744
6,2018,TANG,67.89912743311918
7,2019,GIAM,-4.981096732190385
8,2020,TANG,13.715590816203868
