,Year,Status,Value
0,2009,START,0
1,2010,TANG,78.29982082420864
2,2011,GIAM,-12.360428762840547
3,2012,TANG,22.86915530640845
4,2013,TANG,4.666113645790126
5,2014,GIAM,-4.626510798494143
6,2015,TANG,40.157889269762116
7,2016,TANG,42.92596160972355
8,2017,TANG,59.828882551205595
9,2018,TANG,105.2623041235441
10,2019,TANG,5.4324461022949855
11,2020,TANG,28.23026759613223
