,Year,Status,Value
0,2014,START,0
1,2015,TANG,125.27837180148957
2,2016,GIAM,-8.566284779050727
3,2017,TANG,102.22675688254034
4,2018,TANG,69.87678799036962
5,2019,GIAM,-12.410379324718624
6,2020,TANG,39.20119927187065
