,Year,Status,Value
0,2009,START,0
1,2010,TANG,177.8364779874214
2,2011,GIAM,-48.85910901847157
3,2012,GIAM,-39.46529745042493
4,2013,TANG,64.05381690552797
5,2014,TANG,59.01230165804958
6,2015,TANG,31.303957842807463
7,2016,TANG,4.482964734010753
8,2017,GIAM,-0.8254331480876065
9,2018,TANG,117.22290894107954
10,2019,GIAM,-18.645675265553862
11,2020,TANG,0.2564700396362696
