,Year,Status,Value
0,2009,START,0
1,2010,GIAM,-22.905633124699083
2,2011,GIAM,-14.551131928181112
3,2012,GIAM,-14.288324502101224
4,2013,TANG,60.85056491153272
5,2014,GIAM,-10.476442912994498
6,2015,GIAM,-9.319022945965953
7,2016,TANG,38.176475389764114
8,2017,GIAM,-12.021502835538763
9,2018,TANG,67.52836903243134
10,2019,GIAM,-23.847695390781563
11,2020,TANG,13.157894736842104
