,transDate,close,high,low,open,volume,event,date
0,1197910800000,6.069,8.62,6.034,6.951,48400,,2007-12-17 17:00:00
1,1197997200000,6.165,6.165,6.165,6.165,2000,,2007-12-18 17:00:00
2,1198083600000,6.106,6.322,5.553,5.553,40900,,2007-12-19 17:00:00
3,1198170000000,6.106,6.179,6.034,6.1,4000,,2007-12-20 17:00:00
4,1198256400000,5.819,6.143,5.803,6.063,6300,,2007-12-21 17:00:00
5,1198515600000,5.64,6.034,5.539,5.958,7800,,2007-12-24 17:00:00
6,1198602000000,5.712,5.748,5.674,5.674,21600,,2007-12-25 17:00:00
7,1198688400000,5.674,5.748,5.674,5.674,20300,,2007-12-26 17:00:00
8,1198774800000,5.546,5.748,5.546,5.674,12900,,2007-12-27 17:00:00
9,1198861200000,5.603,5.674,5.57,5.57,9800,,2007-12-28 17:00:00
10,1199293200000,5.712,5.712,5.674,5.674,1300,,2008-01-02 17:00:00
11,1199379600000,5.425,5.46,5.388,5.391,9800,,2008-01-03 17:00:00
12,1199466000000,4.878,5.258,4.878,5.121,16400,,2008-01-04 17:00:00
13,1199725200000,4.598,4.613,4.562,4.562,24400,,2008-01-07 17:00:00
14,1199811600000,4.992,5.057,4.598,4.61,19600,,2008-01-08 17:00:00
15,1199898000000,4.605,5.136,4.605,5.057,17300,,2008-01-09 17:00:00
16,1199984400000,4.741,5.022,4.633,4.959,13100,,2008-01-10 17:00:00
17,1200070800000,4.814,4.886,4.749,4.753,22900,,2008-01-11 17:00:00
18,1200330000000,4.67,4.851,4.506,4.775,26700,,2008-01-14 17:00:00
19,1200416400000,4.309,4.525,4.238,4.468,8800,,2008-01-15 17:00:00
20,1200502800000,4.791,4.791,4.598,4.598,33300,,2008-01-16 17:00:00
21,1200589200000,4.848,5.029,4.67,4.964,19200,,2008-01-17 17:00:00
22,1200675600000,4.741,4.886,4.67,4.67,3800,,2008-01-18 17:00:00
23,1200934800000,4.706,4.741,4.499,4.646,12400,,2008-01-21 17:00:00
24,1201021200000,4.525,4.525,4.382,4.454,15500,,2008-01-22 17:00:00
