,transDate,close,high,low,open,volume,event,date
0,1167238800000,5.846,5.846,5.846,5.846,23900,,2006-12-27 17:00:00
1,1167325200000,5.846,5.846,5.846,5.846,21220,,2006-12-28 17:00:00
2,1167411600000,5.573,5.858,5.573,5.858,7480,,2006-12-29 17:00:00
3,1167757200000,5.33,5.585,5.33,5.585,2950,,2007-01-02 17:00:00
4,1167843600000,5.083,5.083,5.083,5.083,6050,,2007-01-03 17:00:00
5,1167930000000,4.864,4.864,4.864,4.864,28060,,2007-01-04 17:00:00
6,1168016400000,5.083,5.083,4.626,4.855,36670,,2007-01-05 17:00:00
7,1168275600000,5.302,5.302,5.302,5.302,11090,,2007-01-08 17:00:00
8,1168362000000,5.549,5.549,5.519,5.519,41230,,2007-01-09 17:00:00
9,1168448400000,5.302,5.359,5.302,5.359,29380,,2007-01-10 17:00:00
10,1168534800000,5.056,5.083,5.056,5.083,15180,,2007-01-11 17:00:00
11,1168621200000,5.274,5.274,4.816,5.046,14590,,2007-01-12 17:00:00
12,1168880400000,5.302,5.302,5.272,5.272,18840,,2007-01-15 17:00:00
13,1168966800000,5.137,5.308,5.137,5.308,14870,,2007-01-16 17:00:00
14,1169053200000,5.028,5.143,4.914,5.143,8490,,2007-01-17 17:00:00
15,1169139600000,5.137,5.137,4.793,5.024,9350,,2007-01-18 17:00:00
16,1169226000000,5.137,5.137,5.081,5.137,18140,,2007-01-19 17:00:00
17,1169485200000,4.918,4.918,4.889,4.918,10800,,2007-01-22 17:00:00
18,1169571600000,5.083,5.14,5.083,5.083,4070,,2007-01-23 17:00:00
19,1169658000000,5.083,5.083,5.083,5.083,8980,,2007-01-24 17:00:00
20,1169744400000,4.973,4.973,4.886,4.973,8740,,2007-01-25 17:00:00
21,1169830800000,4.754,4.754,4.754,4.754,4050,,2007-01-26 17:00:00
22,1170090000000,4.864,4.864,4.75,4.75,10200,,2007-01-29 17:00:00
23,1170176400000,5.083,5.083,4.912,4.912,7730,,2007-01-30 17:00:00
24,1170262800000,5.083,5.083,5.083,5.083,15180,,2007-01-31 17:00:00
25,1170349200000,5.137,5.137,5.081,5.081,24460,,2007-02-01 17:00:00
26,1170435600000,5.384,5.384,5.384,5.384,20400,,2007-02-02 17:00:00
27,1170694800000,5.63,5.63,5.63,5.63,60780,,2007-02-05 17:00:00
28,1170781200000,5.846,5.846,5.846,5.846,54760,,2007-02-06 17:00:00
29,1170867600000,5.684,5.684,5.571,5.684,25090,,2007-02-07 17:00:00
30,1170954000000,5.411,5.411,5.411,5.411,3230,,2007-02-08 17:00:00
31,1171040400000,5.165,5.165,5.165,5.165,7370,,2007-02-09 17:00:00
32,1171299600000,5.246,5.419,5.246,5.246,15450,,2007-02-12 17:00:00
33,1171386000000,5.493,5.493,5.493,5.493,43500,,2007-02-13 17:00:00
34,1171472400000,5.493,5.493,5.493,5.493,6040,,2007-02-14 17:00:00
35,1171558800000,5.737,5.737,5.482,5.482,16560,,2007-02-15 17:00:00
36,1172509200000,5.955,6.012,5.955,5.955,23820,,2007-02-26 17:00:00
37,1172595600000,5.737,5.737,5.737,5.737,21570,,2007-02-27 17:00:00
38,1172682000000,5.573,5.744,5.573,5.744,10810,,2007-02-28 17:00:00
39,1172768400000,5.573,5.573,5.573,5.573,3390,,2007-03-01 17:00:00
40,1172854800000,5.573,5.573,5.573,5.573,8600,,2007-03-02 17:00:00
41,1173114000000,5.573,5.573,5.404,5.573,12320,,2007-03-05 17:00:00
42,1173200400000,5.463,5.578,5.463,5.578,8000,,2007-03-06 17:00:00
43,1173286800000,5.463,5.578,5.463,5.463,13810,,2007-03-07 17:00:00
44,1173373200000,5.219,5.219,5.219,5.219,8010,,2007-03-08 17:00:00
45,1173459600000,5.411,5.411,5.21,5.21,110,,2007-03-09 17:00:00
46,1173718800000,5.63,5.63,5.402,5.402,13380,,2007-03-12 17:00:00
47,1173805200000,5.384,5.639,5.384,5.639,5820,,2007-03-13 17:00:00
48,1173891600000,5.384,5.384,5.384,5.384,13070,,2007-03-14 17:00:00
49,1173978000000,5.302,5.302,5.13,5.302,7080,,2007-03-15 17:00:00
50,1174064400000,5.411,5.411,5.126,5.297,9600,,2007-03-16 17:00:00
51,1174323600000,5.411,5.639,5.354,5.411,7750,,2007-03-19 17:00:00
52,1174410000000,5.165,5.42,5.165,5.42,10160,,2007-03-20 17:00:00
53,1174496400000,5.302,5.302,5.13,5.158,12450,,2007-03-21 17:00:00
54,1174582800000,5.302,5.359,5.302,5.302,6870,,2007-03-22 17:00:00
55,1174669200000,5.302,5.302,5.044,5.302,7750,,2007-03-23 17:00:00
56,1174928400000,5.246,5.246,5.046,5.246,9500,,2007-03-26 17:00:00
57,1175014800000,5.0,5.028,5.0,5.028,2820,,2007-03-27 17:00:00
58,1175101200000,4.782,4.782,4.782,4.782,6400,,2007-03-28 17:00:00
59,1175187600000,5.0,5.0,4.857,4.857,4350,,2007-03-29 17:00:00
60,1175274000000,5.137,5.137,5.137,5.137,16410,,2007-03-30 17:00:00
61,1175533200000,5.137,5.137,5.137,5.137,2480,,2007-04-02 17:00:00
62,1175619600000,4.973,5.144,4.973,4.973,1190,,2007-04-03 17:00:00
63,1175706000000,4.973,4.973,4.8,4.973,4110,,2007-04-04 17:00:00
64,1175792400000,4.864,4.978,4.864,4.864,3500,,2007-04-05 17:00:00
65,1175878800000,4.973,4.973,4.743,4.859,4400,,2007-04-06 17:00:00
66,1176138000000,4.973,4.973,4.943,4.973,4470,,2007-04-09 17:00:00
67,1176224400000,4.864,4.978,4.864,4.864,4170,,2007-04-10 17:00:00
68,1176310800000,4.946,4.946,4.632,4.859,6800,,2007-04-11 17:00:00
69,1176397200000,4.727,4.814,4.727,4.727,5560,,2007-04-12 17:00:00
70,1176483600000,4.508,4.508,4.508,4.508,6230,,2007-04-13 17:00:00
71,1176742800000,4.317,4.52,4.317,4.317,2230,,2007-04-16 17:00:00
72,1176829200000,4.126,4.126,4.126,4.126,5200,,2007-04-17 17:00:00
73,1176915600000,4.317,4.317,4.117,4.117,3940,,2007-04-18 17:00:00
74,1177002000000,4.345,4.374,4.345,4.345,27480,,2007-04-19 17:00:00
75,1177088400000,4.345,4.345,4.144,4.345,3850,,2007-04-20 17:00:00
76,1177347600000,4.317,4.348,4.317,4.317,8250,,2007-04-23 17:00:00
77,1177434000000,4.207,4.207,4.121,4.207,5100,,2007-04-24 17:00:00
78,1177520400000,4.317,4.317,4.059,4.203,7340,,2007-04-25 17:00:00
79,1178125200000,4.508,4.508,4.508,4.508,5370,,2007-05-02 17:00:00
80,1178211600000,4.7,4.7,4.586,4.586,8850,,2007-05-03 17:00:00
81,1178298000000,4.591,4.705,4.591,4.591,11100,,2007-05-04 17:00:00
82,1178557200000,4.81,4.81,4.581,4.581,7100,,2007-05-07 17:00:00
83,1178643600000,5.028,5.028,4.857,4.857,27050,,2007-05-08 17:00:00
84,1178730000000,5.192,5.249,5.192,5.192,24000,,2007-05-09 17:00:00
85,1178816400000,5.083,5.083,5.083,5.083,4520,,2007-05-10 17:00:00
86,1178902800000,5.083,5.083,5.026,5.083,18510,,2007-05-11 17:00:00
87,1179162000000,5.028,5.028,5.028,5.028,6480,,2007-05-14 17:00:00
88,1179248400000,5.083,5.083,5.026,5.026,11800,,2007-05-15 17:00:00
89,1179334800000,5.028,5.143,5.028,5.028,9030,,2007-05-16 17:00:00
90,1179421200000,5.137,5.137,5.024,5.024,16070,,2007-05-17 17:00:00
91,1179507600000,5.083,5.14,5.083,5.083,19610,,2007-05-18 17:00:00
92,1179766800000,5.246,5.304,5.246,5.246,35130,,2007-05-21 17:00:00
93,1179853200000,5.493,5.493,5.493,5.493,95830,,2007-05-22 17:00:00
94,1179939600000,5.737,5.737,5.737,5.737,96970,,2007-05-23 17:00:00
95,1180026000000,5.846,5.961,5.846,5.846,82530,,2007-05-24 17:00:00
96,1180112400000,5.684,5.742,5.684,5.684,77000,,2007-05-25 17:00:00
