,Year,Status,Value,Close
0,2008,START,0,9.716000000000001
1,2009,GIAM,-35.45697818032113,6.271
2,2010,TANG,86.03093605485567,11.665999999999999
3,2011,TANG,0.8400480027430357,11.764000000000001
4,2012,GIAM,-22.1863311798708,9.154
5,2013,TANG,140.1791566528294,21.986
6,2014,TANG,88.03329391430911,41.341
7,2015,GIAM,-14.136087661159626,35.497
8,2016,TANG,28.28408034481787,45.537
9,2017,TANG,84.48733996530295,84.01
10,2018,TANG,27.852636590882017,107.40899999999999
11,2019,GIAM,-39.665204964202246,64.805
12,2020,GIAM,-10.46061260705193,58.026
13,2021,status,14.73679176802496,close
