,Year,Status,Value,Close
0,2016,START,0,49.538000000000004
1,2017,GIAM,-14.463644071218052,42.373000000000005
2,2018,GIAM,-23.34741462723906,32.48
3,2019,GIAM,-5.677339901477826,30.636
4,2020,GIAM,-20.319232275754022,24.410999999999998
5,2021,status,-13.198062252352772,close
