,Year,Status,Value,Close
0,2010,START,0,12.269
1,2011,TANG,4.86592224305159,12.866
2,2012,GIAM,-70.46479092180942,3.8
3,2013,TANG,40.000000000000014,5.32
4,2014,TANG,6.127819548872173,5.646
5,2015,TANG,47.09528869996457,8.305
6,2016,GIAM,-3.202889825406382,8.039
7,2017,TANG,19.28100510013684,9.589
8,2018,TANG,100.76128897695273,19.250999999999998
9,2019,GIAM,-16.97054698457221,15.984000000000002
10,2020,GIAM,-9.59709709709711,14.45
11,2021,status,1.4985598296528346,close
