,Year,Status,Value,Close
0,2009,START,0,10.902999999999999
1,2010,TANG,4.952765293955801,11.443
2,2011,TANG,85.8341344053133,21.265
3,2012,GIAM,-83.4751939807195,3.514
4,2013,GIAM,-66.64769493454752,1.172
5,2014,TANG,176.7064846416383,3.2430000000000003
6,2015,TANG,11.131668208448945,3.6039999999999996
7,2016,TANG,235.01664816870152,12.074000000000002
8,2017,GIAM,-12.688421401358305,10.542
9,2018,GIAM,-12.635173591348881,9.21
10,2019,TANG,6.406080347448423,9.8
11,2020,GIAM,-8.163265306122454,9.0
12,2021,status,-1.5857376923763544,close
