,Year,Status,Value,Close
0,2014,START,0,14.269
1,2015,GIAM,-27.423085009461072,10.356
2,2016,TANG,73.5225955967555,17.97
3,2017,GIAM,-21.01279910962715,14.194
4,2018,TANG,83.90869381428772,26.104
5,2019,TANG,24.076769843702127,32.389
6,2020,TANG,44.80224767668034,46.9
7,2021,status,18.5292714454121,close
