,Year,Status,Value,Close
0,2011,START,0,9.033
1,2012,TANG,32.08236466290269,11.931
2,2013,GIAM,-64.89816444556197,4.188
3,2014,TANG,40.30563514804204,5.876
4,2015,TANG,34.087814840027214,7.879
5,2016,GIAM,-13.821550958243426,6.79
6,2017,GIAM,-33.79970544918998,4.495
7,2018,TANG,32.502780867630705,5.956
8,2019,GIAM,-14.204163868368033,5.11
9,2020,GIAM,-7.632093933463807,4.72
10,2021,status,-6.28459230886328,close
