,Year,Status,Value,Close
0,2010,START,0,6.546
1,2011,GIAM,-8.707607699358391,5.976
2,2012,GIAM,-50.836680053547525,2.938
3,2013,TANG,75.0510551395507,5.143
4,2014,TANG,124.03266575928448,11.522
5,2015,TANG,44.27182780767229,16.623
6,2016,TANG,87.83613066233531,31.224
7,2017,TANG,56.76082500640531,48.946999999999996
8,2018,TANG,36.257584734508775,66.694
9,2019,GIAM,-16.691156625783435,55.562
10,2020,GIAM,-29.032432237860412,39.431
11,2021,status,17.73254343178905,close
