,Year,Status,Value,Close
0,2006,START,0,16.570999999999998
1,2007,TANG,0.27155874720898987,16.616
2,2008,TANG,117.06788637457875,36.068000000000005
3,2009,GIAM,-81.87867361650217,6.5360000000000005
4,2010,TANG,205.1866585067319,19.947
5,2011,GIAM,-27.23717852308617,14.514000000000001
6,2012,GIAM,-55.76684580405127,6.42
7,2013,TANG,32.80373831775701,8.526
8,2014,TANG,13.488153882242557,9.676
9,2015,TANG,55.88052914427449,15.083
10,2016,TANG,5.701783464827948,15.943
11,2017,GIAM,-3.2741642099981196,15.421
12,2018,TANG,51.06024252642503,23.295
13,2019,GIAM,-6.117192530585966,21.87
14,2020,GIAM,-27.47142203932328,15.862
