,Year,Status,Value,Close
0,2017,START,0,53.45399999999999
1,2018,GIAM,-4.452426385303243,51.074
2,2019,GIAM,-68.37725652974117,16.151
3,2020,TANG,98.13014674013993,32.0
4,2021,status,-12.038537366105551,close
